ISIN,Security Name,BSE,NSE,Alias name
INE281E01028,Mini Diamonds (India) Ltd.,523373,,
INF769K01EG9,Mirae Asset Mutual Fund,542131,,
INF769K01FN2,Mirae Asset Mutual Fund,542922,,
INF769K01GS9,Mirae Asset Mutual Fund,543246,,
INF769K01HF4,Mirae Asset Mutual Fund,543291,,
INF769K01HI8,Mirae Asset Mutual Fund,543323,,
INF769K01HP3,Mirae Asset Mutual Fund,543365,,
INF769K01HS7,Mirae Asset Mutual Fund,543414,,
INF769K01IB1,Mirae Asset Mutual Fund,543454,,
INF769K01IC9,Mirae Asset Mutual Fund,543481,,
INF769K01JU9,Mirae Asset Mutual Fund,543858,,
INF769K01KR3,Mirae Asset Mutual Fund,543944,,
INF769K01KT9,Mirae Asset Mutual Fund,543999,,
INF769K01KV5,Mirae Asset Mutual Fund,544006,,
INF769K01KU7,Mirae Asset Mutual Fund,544007,,
INF769K01LC3,Mirae Asset Mutual Fund,544130,,
INF769K01LJ8,Mirae Asset Mutual Fund,544180,,
INF769K01LQ3,Mirae Asset Mutual Fund,544212,,
INF769K01LX9,Mirae Asset Mutual Fund,544241,,
INF769K01LZ4,Mirae Asset Mutual Fund,544266,,
INF769K01LY7,Mirae Asset Mutual Fund,544268,,
INF769K01NS5,Mirae Asset Mutual Fund,544323,,
INF769K01ON4,Mirae Asset Mutual Fund,544376,,
INF769K01OA1,Mirae Asset Mutual Fund,544377,,
INF769K01OO2,Mirae Asset Mutual Fund,544401,,
INF769K01PB6,Mirae Asset Mutual Fund,544438,,
INF769K01PR2,Mirae Asset Mutual Fund,544604,,
INF769K01PQ4,Mirae Asset Mutual Fund,544605,,
INF769K01PZ5,Mirae Asset Mutual Fund,544660,,
INF769K01PY8,Mirae Asset Mutual Fund,544661,,
INF769K01QA6,Mirae Asset Mutual Fund,544701,,
INF769K01QB4,Mirae Asset Mutual Fund,544704,,
INF769K01QC2,Mirae Asset Mutual Fund,544705,,
INF769K01QV2,Mirae Asset Mutual Fund,544737,,
INF769K30019,Mirae Asset Mutual Fund,544787,,
INF769K30027,Mirae Asset Mutual Fund,544788,,
INF769K30035,Mirae Asset Mutual Fund,544789,,
INF769K30043,Mirae Asset Mutual Fund,544790,,
INF769K30050,Mirae Asset Mutual Fund,544791,,
INF769K30068,Mirae Asset Mutual Fund,544792,,
INE831A01028,MIRC Electronics Limited,500279,MIRCELECTR,ONIDA ELECTRONICS LIMITED
INE771A01026,Mirza International Limited,526642,MIRZAINT,
INE0QI101019,Mish Designs Limited,544015,,
INE540S01019,Mishka Exim Limited,539220,,
INE099Z01011,Mishra Dhatu Nigam Limited,541195,MIDHANI,
INE094S01041,Mishtann Foods Limited,539594,,
INE957W01025,Misquita Engineering Limited,542801,,
INE828O01033,MITCON Consultancy & Engineering Services Limited,,MITCON,
INE844D01017,Mitshi India Limited,523782,,
INE317V01016,Mitsu Chem Plast Limited,540078,,
INE997Y01027,Mittal Life Style Limited,,MITTAL,
INE833Q01012,Mittal Sections Limited,544575,,
INE338P01014,Miven Machine Tools Ltd.,522036,,
INE681K01026,MIZZEN VENTURES LIMITED,531537,,
INE676G01024,MKP Mobility Limited,521244,,
INE874A01010,MKVENTURES CAPITAL LIMITED,514238,,
INE227C01017,MM Forgings Limited,522241,MMFL,M.M.Forgings Ltd.
INE511Y01018,MMP Industries Limited,,MMP,
INE123F01029,MMTC Limited,513377,MMTC,
INE622Q01027,Mobavenue AI Tech Limited,539682,,
INE380D01012,Modella Woollens Ltd.,503772,,
INE617B01011,Modern Dairies Ltd.,519287,,
INE1HK501016,MODERN DIAGNOSTIC & RESEARCH CENTRE LIMITED,544673,,
INE250S01015,MODERN ENGINEERING AND PROJECTS LIMITED,539762,,
INE219W01012,Modern Insulators Ltd.,515008,,
INE834C01028,Modern Malleables Limited,517336,,
INE370A01019,Modern Shares and Stockbrokers Ltd.,509760,,
INE001F01019,Modern Steels Limited,513303,,
INE794W01014,Modern Threads (India) Limited,500282,MODTHREAD,Modern Thread (India) Ltd.
INE537F01012,Modi Naturals Limited,519003,MODINATUR,
INE832A01018,Modi Rubber Limited,500890,MODIRUBBER,
INE170C01019,Modipon Ltd.,503776,,
INE0L0L01012,Modis Navnirman Limited,543539,MODIS,MODI’S NAVNIRMAN LIMITED
INE737D01021,MODISON LIMITED,506261,MODISONLTD,
INE064R01012,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,504273,,
INE954E01012,Mohit Industries Limited,531453,MOHITIND,
INE388C01017,Mohit Paper Mills Ltd.,530169,,
INE154B01023,Mohite Industries Limited,532140,,
INE490G01020,MOIL Limited,533286,MOIL,
INE514Y01020,Moksh Ornaments Limited,,MOKSH,
INE893J01029,Mold-Tek Packaging Limited,533080,MOLDTKPAC,
INE835B01035,Mold-Tek Technologies Limited,526263,MOLDTECH,
INE903D01011,Monarch Networth Capital Limited,511551,MONARCH,
INE0V0L01028,Monarch Surveyors and Engineering Consultants Limited,544453,,
INE340O01021,Money Masters Leasing & Finance Limited,535910,,
INE296Q01012,Moneyboxx Finance Limited,538446,MONEYBOXX,
INE0LCG01010,MONIKA ALCOBEV LIMITED,544451,,
INE407E01029,MONIND LIMITED,532078,,
INE811D01024,Monotype India Ltd.,505343,,
INE950M01013,Monte Carlo Fashions Limited,538836,MONTECARLO,
INE153K01018,Moongipa Capital Finance Ltd.,530167,,
INE161G01027,Morarjee Textiles Limited,532621,MORARJEE,
INE367A01015,Morarka Finance Ltd.,511549,,
INE083A01026,Morepen Laboratories Limited,500288,MOREPENLAB,
INE902C01015,Morgan Ventures Ltd.,526237,,
INE935B01025,Moschip Technologies Limited,532407,MOSCHIP,
INE0UH001016,Mother Nutri Foods Limited,544623,,
INE0FS801015,Motherson Sumi Wiring India Limited,543498,MSUMI,
INE338I01027,Motilal Oswal Financial Services Limited,532892,MOTILALOFS,
INF247L01023,Motilal Oswal Mutual Fund,536960,,
INF247L01AU3,Motilal Oswal Mutual Fund,543437,,
INF247L01BK2,Motilal Oswal Mutual Fund,543465,,
INF247L01BL0,Motilal Oswal Mutual Fund,543501,,
INF247L01BB1,Motilal Oswal Mutual Fund,543563,,
INF247L01BE5,Motilal Oswal Mutual Fund,543576,,
INF247L01BH8,Motilal Oswal Mutual Fund,543577,,
INF247L01536,Motilal Oswal Mutual Fund-Permitted,590115,,
INF247L01CH6,Motilal Oswal Mutual Fund-Permitted,590148,,
INF247L01EV3,Motilal Oswal Mutual Fund-Permitted,590149,,
INF247L01CI4,Motilal Oswal Mutual Fund-Permitted,590150,,
INF247L01DK8,Motilal Oswal Mutual Fund-Permitted,590151,,
INF247L01DJ0,Motilal Oswal Mutual Fund-Permitted,590152,,
INF247L01BU1,Motilal Oswal Mutual Fund-Permitted,590153,,
INE0FRK01020,Motisons Jewellers Limited,544053,MOTISONS,
INE444X01014,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,542864,,
INE493H01014,MPDL LIMITED,532723,,
INE095E01022,MPF Systems Limited,532470,,
INE356A01018,MphasiS Limited,526299,MPHASIS,
INE844C01027,MPIL CORPORATION LIMITED,500450,,
INE343A01016,MPL Plastics Limited,526143,,
INE943D01017,MPS Limited,532440,MPSLTD,
INE333Y01017,MRC AGROTECH LIMITED,540809,,
INE883A01011,MRF Limited,500290,MRF,M.R.F. Ltd.
INE0D7801012,MRP Agro Limited,543262,,
INE495P01020,Mrs. Bectors Food Specialities Limited,543253,BECTORFOOD,
INE738D01029,Mrugesh Trading Ltd.,512065,,
INE2B5L01011,Msafe Equipments Limited,544695,,
INE752G01015,MSP Steel & Power Limited,532650,MSPL,
INE255X01014,Mstc Limited,542597,MSTCLTD,
INE472M01018,MT Educare Limited,534312,MTEDUCARE,
INE864I01014,Mtar Technologies Limited,543270,MTARTECH,
INE967S01014,Mudra Financial Services Ltd.,539819,,
INE08KJ01020,Mufin Green Finance Limited,542774,MUFIN,
INE304A01026,Mukand Limited,500460,MUKANDLTD,
INE862C01029,Mukat Pipes Limited,523832,,
INE596B01017,Mukesh Babu Financial Services Ltd.,530341,,
INE0CG401037,Mukka Proteins Limited,544135,MUKKA,
INE160O01031,Mukta Agriculture Limited,535204,,
INE374B01019,Mukta Arts Limited,532357,MUKTAARTS,
INE003F01015,Muller & Phipps (India) Ltd.,501477,,
INE745G01043,Multi Commodity Exchange of India Limited,534091,MCX,
INE678F01014,Multibase India Ltd,526169,,
INE886E01016,Multiplus Holdings Ltd.,505594,,
INE017P01014,Multipurpose Trading & Agencies Ltd,504356,,
INE672B01032,Munjal Auto Industries Limited,520059,MUNJALAU,
INE577A01027,Munjal Showa Limited,520043,MUNJALSHOW,
INE910G01027,Munoth Capital Market Ltd,511200,,
INE410E01015,MUNOTH COMMUNICATION LIMITED,511401,,
INE348D01019,Munoth Financial Services Ltd.,531821,,
INE692B01014,Murudeshwar Ceramics Limited,515037,MURUDCERA,
INE919I01024,Music Broadcast Limited,540366,RADIOCITY,
INE296G01013,Muthoot Capital Services Limited,511766,MUTHOOTCAP,
INE414G01012,Muthoot Finance Limited,533398,MUTHOOTFIN,
INE046W01019,Muthoot Microfin Limited,544055,MUTHOOTMF,
INE232L01018,My Money Securities Ltd.,538862,,
INE741A01011,Mysore Petro Chemicals Ltd.,506734,,
INE159O01033,Mystic Electronics Limited,535205,,
INE740D01017,N R Agarwal Industries Limited,516082,NRAIL,
INE365I01020,N. B. I. Industrial Finance Company Limited,,NBIFIN,
INE006F01018,N.B. Footwear Ltd.,523242,,
INE825C01018,N.G.Industries Ltd.,530897,,
INE0GOA01018,Naapbooks Limited,543351,,
INE0LB101011,NACDAC Infrastructure Limited,544313,,
INE295D01020,NACL Industries Limited,524709,NACLIND,
INE756C01015,Naga Dhunseri Group Limited,,NDGL,
INE099E01016,Nagpur Power & Industries Ltd,532362,,
INE245I01016,Nagreeka Capital & Infrastructure Limited,532895,NAGREEKCAP,
INE123B01028,Nagreeka Exports Limited,521109,NAGREEKEXP,
INE049I01012,Nahar Capital and Financial Services Limited,532952,NAHARCAP,Nahar Capital & Financial Services Ltd.
INE289A01011,Nahar Industrial Enterprises Limited,519136,NAHARINDUS,
INE308A01027,Nahar Poly Films Limited,523391,NAHARPOLY,Nahar Polyfilms Ltd.
INE290A01027,Nahar Spinning Mills Limited,500296,NAHARSPING,
INE236Y01012,Nakoda Group of Industries Limited,541418,NGIL,
INE256S01012,Naksh Precious Metals Limited,539402,,
INE606C01012,Nalin Lease Finance Ltd.,531212,,
INE023A01030,Nalwa Sons Investments Limited,532256,NSIL,Nalwa Sons Investment Ltd
INE792G01011,Nam Securities Ltd.,538395,,
INE0E5R01017,Nanavati Ventures Limited,543522,,
INE875G01048,Nandan Denim Limited,532641,NDL,
INE696V01013,Nandani Creation Limited,,JAIPURKURT,
INE0YJA01011,NANTA TECH LIMITED,544668,,
INE585A01020,Naperol Investments Limited,500298,,
INE0VNH01014,NAPS Global India Limited,544373,,
INE410P01011,Narayana Hrudayalaya Ltd.,539551,NH,
INE603F01012,Narendra Properties Ltd.,531416,,
INE117Z01011,Narmada Agrobase Limited,543643,NARMADA,
INE869A01010,Narmada Gelatines Ltd.,526739,,
INE060D01028,Narmada Macplast Drip Irrigation Sy,517431,,
INE0S1B01014,Narmadesh Brass Industries Limited,544680,,
INE987B01026,Natco Pharma Limited,524816,NATCOPHARM,
INE448G01010,Nath Bio-Genes (India) Limited,537291,NATHBIOGEN,Nath Biogene India Ltd.
INE777A01023,NATH INDUSTRIES LIMITED,502587,,
INE139A01034,National Aluminium Company Limited,532234,NATIONALUM,National Aluminium Co. Ltd.
INE870D01012,National Fertilizers Limited,523630,NFL,
INE643C01015,National Fittings Limited,531289,,
INE654H01011,National General Industries Ltd.,531651,,
INE296D01010,National Oxygen Ltd.,507813,,
INE0PO601011,National Peroxide Limited,544205,,
INE233D01013,National Plastic Industries Ltd.,526616,,
INE896D01017,National Plastic Technologies Ltd,531287,,
INE497C01016,National Plywood Industries Ltd.,516062,,
INE301O01023,National Securities Depository Limited,544467,,
INE166R01015,National Standard (India) Limited,504882,NATIONSTD,
INE444D01016,Natraj Proteins Ltd.,530119,,
INE487B01019,Natura Hue Chem Ltd.,531834,,
INE06MM01016,Natural Biocon (India) Limited,543207,,
INE936B01015,Natural Capsules Limited,524654,NATCAPSUQ,
INE0N4701016,Naturewings Holidays Limited,544245,,
INE223R01014,Naturite Agro Products Limited,538926,,
INE725A01030,NAVA LIMITED,513023,NAVA,
INE364T01012,Navigant Corporate Advisors Limited,539521,,
INE048G01026,Navin Fluorine International Limited,532504,NAVINFLUOR,
INE278M01019,Navkar Corporation Limited,539332,NAVKARCORP,
INE268H01044,Navkar Urbanstructure Limited,531494,NAVKARURB,
INE060A01024,Navneet Education Limited,508989,NAVNETEDUL,
INE418L01047,Nazara Technologies Limited,543280,NAZARA,
INE095N01031,NBCC (India) Limited,534309,NBCC,
INE630N01019,NCC Bluewater Products Ltd.,519506,,
INE868B01028,NCC Limited,500294,NCC,
INE732C01016,NCL Industries Limited,502168,NCLIND,
INE132F01038,NCL Research And Financial Services,530557,,
INE026C01013,NDA Securities ltd.,511535,,
INE353A01023,NDL Ventures Limited,500189,NDLVENTURE,
INE07OG01012,Ndr Auto Components Limited,543214,NDRAUTO,
INE023H01027,Nectar Lifesciences Limited,532649,NECLIFE,
INE605D01012,Neelamalai Agro Industries Limited,508670,NEAGI,
INE581D01015,NEELKANTH LIMITED,512565,,
INE741D01015,Neelkanth Rockminerals ltd.,531049,,
INE894J01019,NEERAJ PAPER MARKETING LIMITED,539409,,
INE0UZO01024,Neetu Yoshi Limited,544434,,
INE396C01010,Neil Industries Ltd.,539016,,
INE189I01024,Nelcast Limited,532864,NELCAST,
INE045B01015,NELCO Limited,504112,NELCO,
INE216I01017,Neo Infracon Ltd.,514332,,
INE136S01016,Neogen Chemicals Limited,542665,NEOGEN,
INE471R01019,NEOPOLITAN PIZZA AND FOODS LIMITED,544269,,
INE428V01029,Nephrocare Health Services Limited,544647,NEPHROPLUS,
INE1NQ501012,NEPTUNE LOGITEK LIMITED,544663,,
INE317F01035,Nesco Limited,505355,NESCO,
INE239A01024,Nestle India Limited,500790,NESTLEIND,
INE0D5F01013,Net Pix Shorts Digital Media Limited,543247,,
INE040F01033,Netlink Solutions (India) Ltd.,509040,,
INE027D01019,Nettlinx Ltd.,511658,,
INE0NT901020,Netweb Technologies India Limited,543945,NETWEB,
INE0FFK01017,Network People Services Technologies Limited,544396,NPST,
INE870H01013,Network18 Media & Investments Limited,532798,NETWORK18,Network 18 Media & Investments Limited
INE794A01010,Neuland Laboratories Limited,524558,NEULANDLAB,
INE155G01029,New Delhi Television Limited,532529,NDTV,
INE835U01027,NEW LIGHT INDUSTRIES LIMITED,540243,,
INE800K01014,NEW MARKETS AVENUE LIMITED,508867,,
INE0GEN01012,New Swan Multitech Limited,544082,,
INE619B01017,Newgen Software Technologies Limited,540900,NEWGEN,
INE997D01021,Newtime Infrastructure Limited,531959,,
INE229N01010,NEWTRAC FOODS & BEVERAGES LIMITED,514060,,
INE641A01013,NEXOME CAPITAL MARKETS LIMITED,508905,,
INE747B01016,Next Mediaworks Limited,532416,NEXTMEDIA,
INE370Q01015,NEXUS SURGICAL AND MEDICARE LIMITED,538874,,
INE0QUL01011,Nexxus Petro Industries Limited,544265,,
INE887E01022,NGL Fine-Chem Limited,524774,NGLFINE,
INE141C01036,NHC FOODS LIMITED,517554,,
INE848E01016,NHPC Limited,533098,NHPC,
INE149O01018,NIBE Limited,535136,NIBE,
INE653C01022,Nicco Parks And Resorts Ltd.,526721,,
INE276H01013,Nidhi Granites Limited,512103,,
INE876E01033,Nihar Info Global Ltd.,531083,,
INE342G01023,NIIT Learning Systems Limited,543952,NIITMTS,
INE161A01038,NIIT Limited,500304,NIITLTD,
INE926C01022,Nikhil Adhesives Ltd.,526159,,
INE0GX601011,Niks Technology Limited,543282,,
INE937C01029,Nila Infrastructures Limited,530377,NILAINFRA,
INE00S901012,Nila Spaces Limited,542231,NILASPACES,
INE346R01013,NILACHAL CARBO METALICKS LIMITED,544510,,
INE416N01013,Nilachal Refractories Ltd.,502294,,
INE445D01013,Nile Limited,530129,NILE,
INE310A01015,Nilkamal Limited,523385,NILKAMAL,
INE582V01015,Nilkanth Engineering Ltd.,512004,,
INE875B01015,Nimbus Projects Limited,511714,NIMBSPROJ,
INE395U01014,NINtec Systems Limited,539843,NINSYS,
INF204K014N5,Nippon India Mutual Fund,537483,,
INF457M01133,Nippon India Mutual Fund,538057,,
INF204KA1UN7,Nippon India Mutual Fund,538683,,
INF204KB15D0,Nippon India Mutual Fund,542747,,
INF204KB11T5,Nippon India Mutual Fund,543144,,
INF204KB12S5,Nippon India Mutual Fund,543145,,
INF204KB12T3,Nippon India Mutual Fund,543146,,
INF204KB13S3,Nippon India Mutual Fund,543147,,
INF204KB14S1,Nippon India Mutual Fund,543148,,
INF204KB15S8,Nippon India Mutual Fund,543149,,
INF204KB16S6,Nippon India Mutual Fund,543150,,
INF204KB17R6,Nippon India Mutual Fund,543151,,
INF204KB17S4,Nippon India Mutual Fund,543152,,
INF204KB18R4,Nippon India Mutual Fund,543153,,
INF204KB18S2,Nippon India Mutual Fund,543154,,
INF204KB19R2,Nippon India Mutual Fund,543155,,
INF204KB19S0,Nippon India Mutual Fund,543156,,
INF204KB10S9,Nippon India Mutual Fund,543168,,
INF204KB10T7,Nippon India Mutual Fund,543169,,
INF204KB11S7,Nippon India Mutual Fund,543170,,
INF204KB14U7,Nippon India Mutual Fund,543173,,
INF204KB10U5,Nippon India Mutual Fund,543174,,
INF204KB15U4,Nippon India Mutual Fund,543175,,
INF204KB16U2,Nippon India Mutual Fund,543176,,
INF204KB11U3,Nippon India Mutual Fund,543177,,
INF204KB12U1,Nippon India Mutual Fund,543178,,
INF204KB16T4,Nippon India Mutual Fund,543179,,
INF204KB17T2,Nippon India Mutual Fund,543180,,
INF204KB13T1,Nippon India Mutual Fund,543181,,
INF204KB18T0,Nippon India Mutual Fund,543182,,
INF204KB19T8,Nippon India Mutual Fund,543183,,
INF204KB14T9,Nippon India Mutual Fund,543184,,
INF204KB15T6,Nippon India Mutual Fund,543185,,
INF204KB13U9,Nippon India Mutual Fund,543186,,
INF732E01268,Nippon India Mutual Fund,543255,,
INF204KC1EZ3,Nippon India Mutual Fund,544415,,
INF204KC1GH6,Nippon India Mutual Fund,544493,,
INF204KB15V2,Nippon India Mutual Fund - Permitted,590141,,
INF204KC1089,Nippon India Mutual Fund - Permitted,590142,,
INF204KB1V68,Nippon India Mutual Fund - Permitted,590144,,
INE298J01013,Nippon Life India Asset Management Limited,540767,NAM-INDIA,
INE368I01016,Niraj Cement Structurals Limited,532986,NIRAJ,
INE326T01011,Niraj Ispat Industries Limited,,NIRAJISPAT,
INE242B01018,Nirav Commercials Ltd.,512425,,
INE910A01012,Nirlon Limited,500307,NIRLON,
INE0CPQ01010,Nirmitee Robotics India Limited,543194,,
INE0M3X01010,NIS MANAGEMENT LIMITED,544495,,
INE0DQN01013,NISUS FINANCE SERVICES CO LIMITED,544296,,
INE858F01012,Nitco Limited,532722,NITCO,
INE861H01020,Nitin Castings Limited,508875,,
INE229H01012,Nitin Spinners Limited,532698,NITINSPIN,
INE439T01012,Nitiraj Engineers Limited,,NITIRAJ,
INE265B01019,Nitta Gelatin India Limited,506532,NITTAGELA,
INE995S01015,Niva Bupa Health Insurance Company Limited,544286,NIVABUPA,
INE139E01028,NIVAKA FASHIONS LIMITED,542206,,
INE552F01011,Nivi Trading Ltd.,512245,,
INE480D01010,Niyogin Fintech Limited,538772,,
INE542C01019,NK Industries Limited,519494,NKIND,N.K.Industries Ltd.
INE589A01014,NLC India Limited,513683,NLCINDIA,
INE584A01023,NMDC Limited,526371,NMDC,
INE0NNS01018,NMDC Steel Limited,543768,NSLNISP,
INE169F01014,NMS GLOBAL LIMITED,522289,,
INE203Q01026,NOBLE POLYMERS LIMITED,539200,,
INE163A01018,NOCIL Limited,500730,NOCIL,
INE781B01015,Noida Toll Bridge Company Limited,532481,NOIDATOLL,
INE369C01017,Norben Tea & Exports Limited,519528,NORBTEAEXP,
INE744C01029,Norris Medicines Ltd.,524414,,
INE553C01016,North Eastern Carrying Corporation Limited,534615,NECCLTD,
INE850M01015,Northern Arc Capital Limited,544260,NORTHARC,
INE01BL01012,Northern Spirits Limited,542628,,
INE736P01019,Northlink Fiscal And Capital Services Ltd.,539110,,
INE317B01042,Nouveau Global Ventures Limited,531465,,
INE02H701025,Nova Agritech Limited,544100,NOVAAGRI,
INE608C01026,Nova Iron & Steel Ltd.,513566,,
INE234A01025,Novartis India Limited,500672,NOVARTIND,
INE08JY01013,Novateor Research Laboratories Limited,542771,,
INE314I01036,NOVELIX PHARMACEUTICALS LIMITED,536565,,
INE1TFS01019,Novus Loyalty Limited,544735,,
INE446D01011,NPR Finance Ltd.,530127,,
INE349A01021,NRB Bearing Limited,530367,NRBBEARING,NRB Bearings Ltd.
INE047O01014,NRB Industrial Bearings Limited,535458,NIBL,
INE0SLP01017,NSB BPO Solutions Limited,544571,,
INE920C01017,NTC INDUSTRIES LIMITED,526723,,
INE0ONG01011,NTPC Green Energy Limited,544289,NTPCGREEN,
INE733E01010,NTPC Limited,532555,NTPC,
INE096B01018,Nucleus Software Exports Limited,531209,NUCLEUS,
INE0VYX01018,NUKLEUS OFFICE SOLUTIONS LIMITED,544370,,
INE0JM501013,Nupur Recyclers Limited,,NRL,
INE0DSF01015,Nureca Limited,543264,NURECA,
INE882B01037,NURTURE WELL INDUSTRIES LIMITED,531889,,
INE960H01012,Nutech Global Ltd.,531304,,
INE531F01023,Nuvama Wealth Management Limited,543988,NUVAMA,
INE118D01016,Nuvoco Vistas Corporation Limited,543334,NUVOCO,
INE812K01027,Nyssa Corporation Limited,504378,,
INE118Q01018,O. P. Chains Limited,539116,,
INE876A01023,Oasis Securities Limited,512489,,
INE093I01010,Oberoi Realty Limited,533273,OBEROIRLTY,
INE860E01011,ObjectOne Information Systems Ltd,535657,,
INE0PK601023,OCCL Limited,544278,OCCLLTD,
INE711V01010,Oceanic Foods Limited,540405,,
INE513C01010,Octal Credit Capital Ltd.,538894,,
INE117S01016,Octavius Plantations Limited,542938,,
INE208U01019,Octaware Technologies Limited,540416,,
INE054301028,Odigma Consultancy Solutions Limited,544301,ODIGMA,
INE839E01023,Odyssey Corporation Ltd.,531996,,
INE213B01019,Odyssey Technologies Ltd.,530175,,
INE213A01029,Oil & Natural Gas Corporation Limited,500312,ONGC,Oil And Natural Gas Corporation Ltd
INE591A01010,Oil Country Tubular Limited,500313,OILCOUNTUB,
INE274J01014,Oil India Limited,533106,OIL,
INE870B01024,OK Play India Ltd.,526415,,
INE0LXG01040,Ola Electric Mobility Limited,544225,OLAELEC,
INE0M3901015,Olatech Solutions Limited,543578,,
INE260D01016,Olectra Greentech Limited,532439,OLECTRA,
INE482O01021,Olympia Industries Ltd.,521105,,
INE550L01013,Olympic Cards Limited,534190,,
INE286E01019,Olympic Oil Industries Ltd.,507609,,
INE1BZC01019,Om Freight Forwarders Limited,544564,OMFREIGHT,
